,codigoSitio,NombreSitio,NombreProyecto,Region,Vendor,EstadoIM,FechaEstadoIM,fechaRFPSIM,fechaRFISIM,fechaRFASIM,fechaRFTSIM,fechaOASIM,fecha
1942,OPU829,Cementerio de San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 11:37:44,2021-10-20 11:37:44,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1943,OPU829,Cementerio de San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 11:37:44,2021-10-20 11:37:44,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1952,OPU2026,Campo de Mayo Hospital Campa̱a,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:55,,2021-10-19 16:59:15,2021-10-19 16:59:16,2021-10-20 10:44:13,2021-10-20 10:44:55,19/10/2021
1953,OPU2026,Campo de Mayo Hospital Campa̱a,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:55,,2021-10-19 16:59:15,2021-10-19 16:59:16,2021-10-20 10:44:13,2021-10-20 10:44:55,19/10/2021
1954,OPU980,Centro de Salud Mental San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1955,OPU980,Centro de Salud Mental San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1956,OPU607,Cementerio Municipal de Malvinas Argentinas,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 12:55:16,2021-10-20 12:55:16,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1957,OPU607,Cementerio Municipal de Malvinas Argentinas,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:11,,2021-10-20 12:55:16,2021-10-20 12:55:16,2021-10-21 15:56:11,2021-10-21 15:56:11,20/10/2021
1958,OPU216,Cementerio De Moron,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:55,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:13,2021-10-20 10:44:55,19/10/2021
1959,OPU216,Cementerio De Moron,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:55,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:13,2021-10-20 10:44:55,19/10/2021
1960,OPU239,Catan Norte,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:57,2021-10-19 16:59:57,2021-10-20 10:44:13,2021-10-20 10:44:56,19/10/2021
1961,OPU239,Catan Norte,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:57,2021-10-19 16:59:57,2021-10-20 10:44:13,2021-10-20 10:44:56,19/10/2021
1970,OPU001,Cortines,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 18:07:50,2021-10-19 18:07:50,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1971,OPU001,Cortines,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 18:07:50,2021-10-19 18:07:50,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1972,OPU418,Cementerio Parque Hurlingham,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:16,2021-10-20 12:55:17,2021-10-21 15:56:11,2021-10-21 15:56:12,20/10/2021
1973,OPU418,Cementerio Parque Hurlingham,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:16,2021-10-20 12:55:17,2021-10-21 15:56:11,2021-10-21 15:56:12,20/10/2021
1974,OPU050,Club De Campo Santa Catalina,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1975,OPU050,Club De Campo Santa Catalina,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1976,OPU169,Colegio Maximo San Jose,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1977,OPU169,Colegio Maximo San Jose,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1978,OPU256,Cementerio San Martin  Opu256,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:00:23,2021-10-19 17:00:23,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1979,OPU256,Cementerio San Martin  Opu256,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:00:23,2021-10-19 17:00:23,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1980,OPU213,Castelar Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1981,OPU213,Castelar Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1990,OPU206,Club De Trabajadores Aeronauticos,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1991,OPU206,Club De Trabajadores Aeronauticos,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1992,OPU110,Cuartel V,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1993,OPU110,Cuartel V,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1994,OPU428,Cuartel V Norte,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
1995,OPU428,Cuartel V Norte,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
1996,OPU968,CV Ombu,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
1997,OPU968,CV Ombu,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
1998,OPU069,Derqui,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
1999,OPU069,Derqui,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
2000,OPU202,Deportivo Merlo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
2001,OPU202,Deportivo Merlo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:56,,2021-10-19 16:59:16,2021-10-19 16:59:16,2021-10-20 10:44:14,2021-10-20 10:44:56,19/10/2021
2002,OPU983,Derqui Este 2,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
2003,OPU983,Derqui Este 2,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 16:46:59,2021-10-20 16:46:59,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
2022,OPU792,Estacion Agustin Ferrari,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
2023,OPU792,Estacion Agustin Ferrari,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:12,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:12,2021-10-21 15:56:12,20/10/2021
2032,OPU242,Estacion Catan,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 16:59:57,2021-10-19 16:59:58,2021-10-20 10:44:14,2021-10-20 10:44:57,19/10/2021
2033,OPU242,Estacion Catan,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 16:59:57,2021-10-19 16:59:58,2021-10-20 10:44:14,2021-10-20 10:44:57,19/10/2021
2052,OPU105,Estacion Isidro Casanova,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:29,2021-10-19 18:13:29,2021-10-20 10:44:14,2021-10-20 10:44:57,19/10/2021
2053,OPU105,Estacion Isidro Casanova,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:29,2021-10-19 18:13:29,2021-10-20 10:44:14,2021-10-20 10:44:57,19/10/2021
2054,OPU305,Estacion La Fraternidad,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2055,OPU305,Estacion La Fraternidad,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2056,OPU898,Estacion Experimental INTA,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:07:41,2021-10-20 12:07:41,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2057,OPU898,Estacion Experimental INTA,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:07:41,2021-10-20 12:07:41,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2068,OPU066,El Pino,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2069,OPU066,El Pino,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2070,OPU234,Estacion Rafael Castillo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 16:59:58,2021-10-19 16:59:58,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2071,OPU234,Estacion Rafael Castillo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 16:59:58,2021-10-19 16:59:58,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2072,OPU414,Estacion J. B. De La Salle,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2073,OPU414,Estacion J. B. De La Salle,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2078,OPU162,Estacion Villa De Mayo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2079,OPU162,Estacion Villa De Mayo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2084,OPU092,Fatima,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:30,2021-10-19 18:13:30,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2085,OPU092,Fatima,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:30,2021-10-19 18:13:30,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2088,OPU098,Golf Club Argentino,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:30,2021-10-19 18:13:30,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2089,OPU098,Golf Club Argentino,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 18:13:30,2021-10-19 18:13:30,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2090,OPU869,Gonzalez Catan Barrio El Bajo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:07:41,2021-10-20 12:07:41,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2091,OPU869,Gonzalez Catan Barrio El Bajo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:07:41,2021-10-20 12:07:41,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2092,OPU118,Gefco,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2093,OPU118,Gefco,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2094,OPU921,General Rodriguez Barrio Bicentenario Norte,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:49:12,2021-10-20 12:49:12,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2095,OPU921,General Rodriguez Barrio Bicentenario Norte,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:13,,2021-10-20 12:49:12,2021-10-20 12:49:12,2021-10-21 15:56:13,2021-10-21 15:56:13,20/10/2021
2104,OPU265,Golf Club Gral San Martin,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:36:23,2021-10-19 17:36:23,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2105,OPU265,Golf Club Gral San Martin,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:36:23,2021-10-19 17:36:23,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2106,OPU055,Haedo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2107,OPU055,Haedo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:57,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:57,19/10/2021
2108,OPU076,Hospital Carrillo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2109,OPU076,Hospital Carrillo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:40,2021-10-19 17:54:40,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2110,OPU417,Hurlingham Edificio Municipal,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:14,20/10/2021
2111,OPU417,Hurlingham Edificio Municipal,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:17,2021-10-20 12:55:17,2021-10-21 15:56:13,2021-10-21 15:56:14,20/10/2021
2112,OPU375,Hipico El Rincon,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2113,OPU375,Hipico El Rincon,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2114,OPU184,Hurlingham Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:17:43,2021-10-19 17:17:44,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2115,OPU184,Hurlingham Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:17:43,2021-10-19 17:17:44,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2116,OPU043,Hurlingham,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:40,2021-10-19 17:54:41,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2117,OPU043,Hurlingham,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:40,2021-10-19 17:54:41,2021-10-20 10:44:15,2021-10-20 10:44:58,19/10/2021
2126,OPU189,Inta Agroindustria   Opu-189,NB_IOT,AMBA,Huawei,RFA,2021-10-19 16:59:16,,2021-10-19 16:59:16,2021-10-19 16:59:16,,,19/10/2021
2127,OPU189,Inta Agroindustria   Opu-189,NB_IOT,AMBA,Huawei,RFA,2021-10-19 16:59:16,,2021-10-19 16:59:16,2021-10-19 16:59:16,,,19/10/2021
2128,OPU165,Ingeniero Adolfo Sourdeax,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2129,OPU165,Ingeniero Adolfo Sourdeax,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 15:17:27,2021-10-19 15:17:27,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2138,OPU416,Inta Estacion Amba  Opu416,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2139,OPU416,Inta Estacion Amba  Opu416,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2148,OPU269,Inta Servicio Complementarios  Opu-269,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:36:23,2021-10-19 17:36:23,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2149,OPU269,Inta Servicio Complementarios  Opu-269,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:36:23,2021-10-19 17:36:23,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2150,OPU060,Isidro Casanova,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2151,OPU060,Isidro Casanova,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2152,OPU328,Hospital Italiano San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2153,OPU328,Hospital Italiano San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2156,OPU038,Ituzaingo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2157,OPU038,Ituzaingo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2166,OPU1139,Jose C. Paz Barrio 20 de Junio,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 15:17:27,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2167,OPU1139,Jose C. Paz Barrio 20 de Junio,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 15:17:27,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2168,OPU048,Jose C. Paz,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2169,OPU048,Jose C. Paz,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2170,OPU977,Jose C. Paz 3,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 16:47:00,2021-10-20 16:47:00,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2171,OPU977,Jose C. Paz 3,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:14,,2021-10-20 16:47:00,2021-10-20 16:47:00,2021-10-21 15:56:14,2021-10-21 15:56:14,20/10/2021
2172,OPU086,Jose Ingenieros,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 18:04:21,2021-10-19 18:04:21,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2173,OPU086,Jose Ingenieros,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:58,,2021-10-19 18:04:21,2021-10-19 18:04:21,2021-10-20 10:44:16,2021-10-20 10:44:58,19/10/2021
2174,OPU241,Juan Manuel De Rosas,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 16:59:58,2021-10-19 16:59:58,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2175,OPU241,Juan Manuel De Rosas,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 16:59:58,2021-10-19 16:59:58,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2176,OPU150,Jose C. Paz Sur 2,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2177,OPU150,Jose C. Paz Sur 2,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2178,OPU697,Jose C. Paz Barrio INFICO,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:15,20/10/2021
2179,OPU697,Jose C. Paz Barrio INFICO,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:14,2021-10-21 15:56:15,20/10/2021
2180,OPU430,Jose C. Paz Potosi,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2181,OPU430,Jose C. Paz Potosi,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2182,OPU728,Jose C. Paz Barrio Sarmiento,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 15:24:22,2021-10-20 15:24:22,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2183,OPU728,Jose C. Paz Barrio Sarmiento,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 15:24:22,2021-10-20 15:24:22,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2184,OPU151,Jose C. Paz Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2185,OPU151,Jose C. Paz Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2186,OPU059,San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2187,OPU059,San Justo,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:16,2021-10-20 10:44:59,19/10/2021
2188,OPU359,Juan Vucetich 2,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2189,OPU359,Juan Vucetich 2,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:18,2021-10-20 12:55:18,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2190,OPU145,Juan Vucetich Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:17,2021-10-20 10:44:59,19/10/2021
2191,OPU145,Juan Vucetich Sur,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 15:17:28,2021-10-19 15:17:28,2021-10-20 10:44:17,2021-10-20 10:44:59,19/10/2021
2192,OPU282,Rodriguez Km 55,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:19,2021-10-20 12:55:19,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2193,OPU282,Rodriguez Km 55,NB_IOT,AMBA,Huawei,OA,2021-10-21 15:56:15,,2021-10-20 12:55:19,2021-10-20 12:55:19,2021-10-21 15:56:15,2021-10-21 15:56:15,20/10/2021
2194,OPU061,Laferrere,NB_IOT,AMBA,Huawei,OA,2021-10-20 10:44:59,,2021-10-19 17:54:41,2021-10-19 17:54:41,2021-10-20 10:44:17,2021-10-20 10:44:59,19/10/2021
